"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","253985","7.14","30336","10.53","39767","20.7%","52.8%","7014","52.9%","9808","53.2%","16822","53.0%","22939","52.7%","0.3pp"
"Old Thrush","","C","249648","7.03","28649","10.41","44300","24.6%","52.6%","8229","52.4%","11254","54.2%","19483","53.4%","24821","51.9%","1.5pp"
"Troop of Ponies","","U","90210","5.13","12203","7.54","37139","48.6%","53.4%","6882","54.4%","9206","53.4%","16088","53.8%","21002","53.0%","0.8pp"
"Belladonna Took","W","R","17861","3.40","3735","4.13","13837","60.4%","51.8%","2543","50.7%","3979","52.8%","6522","52.0%","7267","51.7%","0.3pp"
"Bilbo's Gambit","W","R","28528","5.17","3463","7.90","3603","16.7%","48.5%","624","47.4%","968","48.0%","1592","47.8%","2011","49.1%","-1.3pp"
"Bofur, Reliable Guardian","W","U","70758","4.24","13554","5.60","66563","77.3%","55.3%","11604","53.7%","17658","58.1%","29262","56.4%","36995","54.3%","2.0pp"
"Celebrate the Mountain-king","W","U","43195","2.64","19508","2.90","116120","91.4%","57.9%","19598","59.4%","33956","63.4%","53554","62.0%","62499","54.5%","7.5pp"
"Dáin, Lord of the Iron Hills","W","U","68682","4.27","12447","5.68","56574","72.4%","54.2%","10003","53.6%","14664","54.2%","24667","54.0%","31682","54.2%","-0.3pp"
"Dwarven Provisioner","W","C","231788","6.30","36357","8.77","137304","59.4%","55.3%","24505","53.7%","37440","56.2%","61945","55.2%","75008","55.3%","-0.1pp"
"Dwarven Shortsword","W","C","222609","6.07","30013","8.76","101467","53.7%","54.3%","17191","52.1%","25395","53.8%","42586","53.1%","58248","55.0%","-1.9pp"
"Eagle of the Great Shelf","W","U","89996","5.84","11281","8.41","27995","40.0%","51.2%","4498","47.7%","8217","54.0%","12715","51.7%","15431","50.7%","1.0pp"
"The Eagles Are Coming!","W","R","10585","2.11","5735","2.11","32572","88.3%","56.6%","5516","57.0%","9651","61.2%","15167","59.7%","17423","54.0%","5.7pp"
"Esgaroth Garrison","W","C","249685","7.60","33494","10.70","54762","25.9%","54.7%","9042","53.5%","17249","58.3%","26291","56.7%","28612","53.0%","3.7pp"
"Fíli the Pathfinder","W","R","9877","1.98","5882","1.95","34613","89.2%","59.1%","6173","65.3%","9348","66.4%","15521","66.0%","18832","53.2%","12.8pp"
"Gleaming Splendor","W","M","10632","4.00","1353","5.97","1508","17.9%","42.6%","258","","395","","653","38.7%","854","45.6%","-6.8pp"
"Iron Hills Blacksmith","W","U","55682","3.35","15641","4.02","86802","86.5%","56.3%","15859","58.3%","23001","57.2%","38860","57.6%","47705","55.3%","2.4pp"
"Kíli the Resourceful","W","R","11932","2.37","5535","2.37","29594","82.5%","57.7%","5383","67.0%","7411","60.0%","12794","63.0%","16581","53.4%","9.6pp"
"Lake-town Lookout","W","C","246274","7.45","28180","10.87","36454","20.6%","51.2%","6485","51.1%","10794","52.0%","17279","51.7%","19170","50.8%","0.9pp"
