"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Long-Bodied Grey Dog","","C","218688","7.15","25886","10.56","32760","20.1%","52.4%","5781","52.7%","8013","52.2%","13794","52.4%","18965","52.5%","-0.1pp"
"Old Thrush","","C","215150","7.05","24325","10.46","35027","23.1%","52.0%","6444","51.7%","8866","53.7%","15310","52.9%","19719","51.3%","1.6pp"
"Troop of Ponies","","U","76989","5.07","10510","7.42","32373","49.5%","53.1%","6032","54.1%","8008","53.1%","14040","53.5%","18287","52.7%","0.8pp"
"Belladonna Took","W","R","15053","3.35","3262","4.01","12204","61.4%","51.9%","2245","51.2%","3521","52.7%","5766","52.1%","6395","51.7%","0.4pp"
"Bilbo's Gambit","W","R","24235","5.11","2973","7.77","3299","18.0%","48.4%","563","48.0%","882","48.6%","1445","48.4%","1854","48.5%","-0.1pp"
"Bofur, Reliable Guardian","W","U","60648","4.25","11604","5.59","56372","77.0%","55.2%","9805","53.9%","14861","57.8%","24666","56.3%","31457","54.3%","1.9pp"
"Celebrate the Mountain-king","W","U","37472","2.66","16634","2.92","98621","91.1%","57.9%","16642","59.1%","28817","63.5%","45459","61.9%","53105","54.5%","7.4pp"
"Dáin, Lord of the Iron Hills","W","U","58691","4.23","10795","5.57","49113","73.1%","54.0%","8704","53.7%","12732","54.2%","21436","54.0%","27480","54.0%","0.0pp"
"Dwarven Provisioner","W","C","199560","6.32","31086","8.79","115600","58.9%","55.1%","20679","53.5%","31188","55.9%","51867","54.9%","63445","55.2%","-0.2pp"
"Dwarven Shortsword","W","C","191514","6.06","26123","8.73","88755","54.1%","54.3%","15012","52.2%","22253","53.9%","37265","53.2%","50945","55.0%","-1.8pp"
"Eagle of the Great Shelf","W","U","76972","5.79","9791","8.28","25206","41.8%","51.3%","4066","47.9%","7418","53.9%","11484","51.8%","13853","50.9%","0.9pp"
"The Eagles Are Coming!","W","R","9074","2.11","4913","2.11","27617","88.2%","56.4%","4669","56.7%","8143","60.9%","12812","59.4%","14820","53.9%","5.5pp"
"Esgaroth Garrison","W","C","215224","7.63","28303","10.80","42531","24.0%","54.4%","7019","53.0%","13351","57.7%","20370","56.1%","22268","52.8%","3.3pp"
"Fíli the Pathfinder","W","R","8454","1.98","5011","1.93","29472","89.3%","59.1%","5221","65.9%","7960","66.6%","13181","66.3%","16068","53.0%","13.2pp"
"Gleaming Splendor","W","M","8980","3.93","1136","5.78","1309","18.6%","41.1%","225","","348","","573","37.2%","735","44.2%","-7.0pp"
"Iron Hills Blacksmith","W","U","48153","3.35","13461","4.02","74465","86.6%","56.2%","13597","58.1%","19708","56.9%","33305","57.4%","40955","55.2%","2.2pp"
"Kíli the Resourceful","W","R","10341","2.38","4791","2.36","25584","82.6%","57.5%","4669","66.8%","6391","59.8%","11060","62.8%","14338","53.2%","9.5pp"
